Excelente herramienta manos libres.	1
Ideal para usar con el estéreo de tu hogar.	1
Buen producto - valor increíble.	1
Solo tuve esto un mes pero ha funcionado perfectamente hasta ahora.	1
Funciona genial.	1
Absolutel basura	0
ESA que uno tampoco funcionó.	0
La duración de la batería es muy buena.	1
Regresó 8 horas después.	0
Es un gran artículo.	1
¡No desperdicies tu dinero !.	0
Me encanta este auricular!	1
No solo drenará su reproductor, sino que también puede freírlo.	0
Funcionó perfectamente!	1
No fiable - me estoy rindiendo.	0
Le di 5 estrellas por la calidad de sonido.	1
Evita este si puedes.	0
El enchufe reversible funciona muy bien.	1
Perdí mi poco dinero con este auricular.	0
Muy buen teléfono.	1
Lo mejor de todo es la característica de rotación, muy útil.	1
Confort para toda la familia.	1
Buen producto, buen vendedor.	1
¡Me encanta este bluetooth!	1
En primer lugar, no lleva bien.	0
Estoy muy impresionado con este auricular de Plantronics.	1
Lo tengo porque era tan pequeño y adorable.	1
Gran teléfono !.	1
No recomendaría comprar este producto.	0
Pedazo de basura.	0
Bisagra mal construida.	0
Este artículo es excelente, lo instalé, dejé que se cargara durante la noche y ha funcionado bien desde entonces sin problemas.	1
Gran teléfono	1
No lo compre	0
Excelente telefono	1
NO COMPRAR ESTE TELÉFONO.	0
El reconocimiento de voz a través del teléfono es excelente.	1
Este es sin duda el mejor teléfono que he tenido.	1
Funciona muy bien, cuando mi gato atacó el teléfono, rasguñó la tira protectora en lugar de destruir la pantalla.	1
Éste funciona y se valoró correctamente.	1
El servicio al cliente fue terrible.	0
La vida de la batería aún no es lo suficientemente larga en el Motorola Razor V3i.	0
Enviándolo de vuelta.	0
Ahora sé que tomé una sabia decisión.	1
Alguien debería haber inventado esto antes.	1
Buen precio.	1
Todo funcionó en el primer intento. El dispositivo fue diseñado de manera inteligente y la construcción se siente bien.	1
Lo recibí rápidamente y funciona muy bien !!	1
Ha estado trabajando muy bien.	1
Como muchas personas se quejaron, el micrófono de este auricular era muy débil.	0
Mi Nokia 2160 de 5 años de Tracfone tiene la carga mucho mejor que esto.	0
No les importa un poco el consumidor.	0
Esta es una buena batería, y llegó aquí muy rápido.	1
Falta el manual de instrucciones.	0
También es lo suficientemente delgado como para caber en la estación de acoplamiento de mi reloj despertador sin quitar el estuche.	1
El teléfono ahora tiene carga como lo hizo cuando era nuevo.	1
La batería es poco fiable, así como la antena de uso de servicio.	0
Es incómodo y la calidad del sonido es bastante pobre en comparación con el teléfono (Razr) o con mis auriculares con cable anteriores (que están conectados a un LG).	0
Hemos recibido muchos elogios al respecto.	1
Definitivamente, esto es algo que debe tener si su estado no permite el uso del teléfono celular mientras conduce.	1
Quiero mi dinero de vuelta.	0
Me encanta este dispositivo.	1
También estoy muy contento con el precio.	1
Pedí este producto primero y no estaba contento con él inmediatamente.	0
El Ngage todavía carece de auriculares.	0
Pude hacer marcación por voz en el coche sin ningún problema.	1
Tengo 2-3 barras en mi teléfono celular cuando estoy en casa, pero no puedes escuchar nada.	0
Buen artículo, bajo precio.	1
Sin embargo, los tonos de llamada no son los mejores, y tampoco lo son los juegos.	0
El enchufe no funcionó muy bien.	0
AMAZON SUCHA.	0
Estafa ---- sobre el envío de la carga.	0
Muy cómodo.	1
La batería funciona bien como reemplazo del original que vino con el teléfono hace más de 2 años.	1
La recepción es excelente!	1
Cabe cómodamente en cualquiera de los dos oídos, el sonido es claro y fuerte, y la carga dura un par de días.	1
muy claro, sonido de calidad y no tiene que meterse con el sonido en su iPod ya que tiene los botones de sonido en el auricular.	1
1. batería de larga duración (no tiene que recargarla tan frecuentemente como algunos de los teléfonos plegables) 2.	0
Obviamente hay un problema con el adhesivo.	0
Muy decepcionante.	0
Era una pieza barata, pero aun así hubiera esperado una mejor calidad.	0
Es prácticamente inútil y no añadió ningún tipo de impulso a mi recepción después de que lo compré.	0
Excelente calidad de sonido.	1
No estaba contento.	0
¡UNA PIEZA DE DESPERDICIOS QUE SE ROMPIÓ DESPUÉS DE ESTAR EN MI TELÉFONO POR 2 DÍAS!	0
Nueva batería funciona muy bien en el teléfono.	1
El peor servicio al cliente.	0
He dejado caer mi teléfono más veces de las que puedo decir, incluso en concreto y mi teléfono sigue siendo excelente (¡toque madera!).	1
La recepción es terrible y estática.	0
Buena calidad de audio.	1
Este pequeño dispositivo ha transformado mi capacidad organizativa y ha hecho mi vida mucho más fácil.	1
Estaba sentado en mi vehículo, con la cuna en mi cinturón, y el auricular perdió la señal.	0
Fueron JERKS en el teléfono.	0
Funciona como un encanto ... Funciona como se anuncia.	1
Cómodo, buen rango, buena duración de la batería.	1
Su cobertura de red en Los Ángeles es horrible.	0
Excelente auricular inalámbrico de arranque.	0
La opción de altavoz es genial, los parachoques con las luces son muy ... atractivos.	0
Lo único que creo que podría mejorar es la fuga de sonido del auricular.	0
En primer lugar, la recepción apesta, nunca he tenido más de 2 bares, nunca.	0
¡El teléfono se pone EXTREMADAMENTE CALIENTE!	0
El micrófono también funciona bien, pero (según la gente a la que he llamado) lo aplica todo.	1
Buen diseño y calidad.	1
Además, si su teléfono se cae, este estuche no lo va a guardar, especialmente cuando se lo deja boca abajo.	0
Es ligero, fácil de usar y tiene una recepción y transmisión muy claras.	1
mal ajuste, demasiado grande.	0
Definitivamente no fue tan bueno como mi S11.	1
dispositivo impresionante	1
Perdida de dinero.	0
Pedí un cable de datos de motorola, obtuve un producto muy bien acabado y funcional.	1
Me encanta este teléfono.	1
Estuve buscando este auricular durante mucho tiempo y ahora que lo tengo no podría estar más feliz.	1
Voy a conducir, y mi auricular comienza a sonar sin ninguna razón.	0
La pantalla es excelente y la cámara es tan buena como la de ese año.	1
La vida de la batería también es genial!	1
El peor teléfono que he tenido ... Sólo lo tuve durante unos meses.	0
No es un buen artículo. Funcionó por un tiempo y luego comenzó a tener problemas en mi reproductor de cintas con inversión automática.	0
Esto es tan vergonzoso y también me duelen los oídos si trato de colocar el tapón en mi oído.	0
Protege el teléfono por todos lados.	1
Este es un teléfono MUY promedio con mala duración de batería que funciona en una red débil.	0
Borrar llamadas de Skype, batería de larga duración, largo alcance.	1
La tecnología Soyo apesta.	0
Gran dispositivo manos libres.	1
Incluso puede tomar autorretratos con la pantalla exterior (exterior), muy buena.	1
El mismo problema que otros han mencionado.	0
Después de probar muchos dispositivos de manos libres, este es el que finalmente funciona bien.	1
Ayuda mágica.	1
La peor parte de la mierda junto con el servicio al cliente de Verizon.	0
Mala calidad de sonido.	0
El mejor teléfono del mercado :).	1
Funcionó muy bien.	1
La compañía envió mi producto muy rápidamente y funciona bien.	1
Exactamente lo que yo quería.	1
La resolución de la imagen está muy por debajo de lo que ofrecen otros teléfonos de precio similar en la actualidad.	0
Esta es una gran cosa.	1
Excelente producto, estoy muy satisfecho con la compra.	1
Recomiendo altamente estos y animo a la gente a probarlos.	1
Mejor de lo que esperas.	1
Usando todos los auriculares, izquierdo o derecho, esta cosa no se quedará en mi oído.	0
Gran producto y precio.	1
Suena bien a un precio razonable y efectivo, ¡así de simple!	1
Todavía estoy esperando ... Estoy seguro de que este artículo funcionaría bien ... ¡si alguna vez lo recibiera!	0
que decepcion	0
Servicio muy rápido.	1
Excelente producto por el precio.	1
Muy contento con este auricular.	1
No malgastes tu dinero y tu tiempo.	0
Especialmente me encanta la larga duración de la batería.	1
Es tan estúpido tener que seguir comprando nuevos cargadores, cargadores de automóviles, soportes, auriculares y kits de auto cada vez que sale un nuevo teléfono.	0
Funciona genial.	1
Plantronics Bluetooth Excelent Comprar.	1
Vine de Verizon porque cingulair tiene teléfonos celulares más bonitos ... lo primero que noté fue el mal servicio.	0
Estaré buscando un nuevo auricular.	0
¡Recomiendo altamente este dispositivo a todos!	1
Jawbone Era es impresionante también!	1
Recibimos una batería de color BLANCO que se agotó después de un par de horas. La original solía durar una semana, pero aún dura más que la colocación.	0
Después de un año, la batería se agotó completamente en mis auriculares.	0
He usado varios teléfonos en dos años, pero este es el mejor.	1
Un impresionante nuevo look para el otoño 2000!	1
Este es el primer teléfono que he tenido que ha sido tan barato.	0
Att no es claro, el sonido está muy distorsionado y tienes que gritar cuando hablas.	0
El plástico se rompe realmente fácil en este clip.	0
El precio es bueno también.	1
No cometas el mismo error que yo.	0
Ah, y olvidé mencionar también el extraño efecto de color que tiene en tu teléfono.	0
Lo estoy usando con un iriver SPINN (con estuche) y me queda bien.	1
También el área donde mi unidad se rompió) .- No me gusta mucho la correa magnética.	0
En general, estoy emocionado de tener un teléfono que tenga todas mis citas y contactos y reciba una gran acogida.	1
Todo en el teléfono funciona perfectamente, a ella le gusta.	1
Otra nota sobre la apariencia de este teléfono es que realmente parece bastante insípida, especialmente en el modelo totalmente negro.	0
ES REALMENTE FÁCIL.	1
Mi Sanyo ha sobrevivido a docenas de gotas en el asfalto sin efectos negativos.	1
Auriculares fantásticos.	1
Encuentra mi celular de inmediato cuando entro al auto.	1
Baja calidad.	0
Recomiendo altamente este teléfono celular de precio modesto.	1
Pero tiene mejor recepción y claridad que cualquier otro teléfono que haya tenido antes.	1
Advertencia - Manténgase alejado.	0
Desearía poder devolver la unidad y recuperar mi dinero.	0
Impresionante dispositivo funciona genial !!.	1
Solía ​​hablar sobre eso durante 1 - 1 1/2 horas y la batería se agotaría y se agotaría literalmente.	0
Si no lo encuentra, lástima, ya que nuevamente la unidad viene con un solo auricular. No lo recomendaría a nadie.	0
Muy disgustado.	0
Podría haber contraído un defecto, pero no me arriesgaría a comprarlo nuevamente solo por la calidad construida.	0
Hicieron este caso demasiado pequeño y es muy difícil de instalar.	0
Restauré mi teléfono para que me gustara el nuevo rendimiento.	1
Recomendaría comprar el Jabra JX-10 serie 2 que funciona a la perfección con mi Moto Q, imagínate.	1
Busqué en Internet y encontré que este era el mejor valor.	1
No encaja.	0
Muy feliz con este producto.	1
El tamaño de la pantalla es grande, el teclado está bien iluminado y la calidad de la cámara es excelente para un teléfono con cámara.	1
Realmente no hay nada malo que pueda decir sobre este auricular.	0
Me alegro de haber encontrado este producto en Amazon, es difícil de encontrar, no era caro.	1
Portatil y funciona.	1
Mi colega y yo ahora tenemos una gran acogida. Un poco caro, pero el rendimiento es excelente.	1
Incluso lo cargué por completo antes de irme a la cama y apagar el diente azul y el wi-fi y noté que solo le quedaba un 20% por la mañana.	0
También he tenido problemas con el teléfono que lee la tarjeta de memoria en la que siempre la enciendo y luego la apago de nuevo.	0
No es bueno cuando se usa un sombrero o gafas de sol.	0
Envío oportuno y producto de calidad.	1
Buen teclado sólido.	1
Muy bien hecho y se adapta perfectamente a mi Surefire GX2.	1
Teléfono horrible.	0
Batería BT50 basura.	0
Recomendaríamos estos a otros.	1
No puedo conseguir que el software funcione con mi computadora.	0
¡Decepcionado!.	0
Pobre claridad de voz.	0
La batería funciona muy bien!	1
Ningún comprador se arrepiente de esto!	0
Muy decepcionado en AccessoryOne.	0
Encuentro esto inexcusable y probablemente devolveré este teléfono y tal vez cambiemos de operador.	0
"Se ve genial y es fuerte ""."	1
He tenido el servicio TMobile durante 2 o 3 años y estoy muy contento con él.	1
El procedimiento de actualización es difícil y engorroso.	0
Decepción .. Odio todo lo que va en mi oído.	0
Gran software para motorolas.	1
La entrega fue puntual.	1
Muy fácil de usar.	1
Incómodo en el oído, no lo use con LG VX9900 (EnV).	0
El interruptor de volumen salió disparado de la unidad a un destino desconocido.	0
Mantiene un cargo durante mucho tiempo, es razonablemente cómodo en condiciones de larga duración y la calidad del sonido es tremenda.	1
Me gustaría devolverlo.	0
El teclado realmente vale la pena por su utilidad y es lo suficientemente resistente. No espero ningún problema.	1
Las facturas de Verizon, sin embargo, son difíciles de entender a pesar de que sus planes de precios son simples.	0
Después de cargar durante la noche, estas baterías funcionan muy bien.	1
¡No te arrepentirás!	1
Me encanta este teléfono !.	1
Una decepción.	0
No es fácil de usar.	0
Desafortunadamente, la capacidad de saber realmente que está recibiendo una llamada es una característica bastante importante y este teléfono es lamentable a este respecto.	0
Luego cambié por el mismo teléfono, incluso eso tuvo el mismo problema.	0
Esto hace que el teléfono se atasque en el volumen máximo o en silencio.	0
Este PDA es genial.	1
Está súper cargado para usarlo como un pequeño ordenador portátil / cámara / teléfono móvil híbrido, y sobresale en esos roles.	1
Definitivamente recomendaría el Jabra BT250v para aquellos que buscan comodidad, claridad y un excelente precio.	1
Tuve Verizon hace 2 años y realmente me gustó su servicio.	1
Bonita pieza de chatarra.	0
El enchufe era del tamaño incorrecto.	0
Funciona como se describe.	1
Ahorre su dinero ... He tenido este artículo durante 11 meses ahora.	0
Mala compra	0
BIEN IM SATISFECHO.	1
La cancelación de ruido es sorprendente, lo cual es muy importante para un viajero de Nueva York.	1
Esta batería es una excelente ganga!	1
Mierda defectuosa.	0
No hubiera dado ninguna estrella si hubiera podido.	0
Llevo gafas y me queda bien con ellas.	1
La calidad de sonido del dispositivo es inaceptable. A menos que se encuentre en una zona realmente tranquila, casi no se oye nada.	0
No recomendaría este artículo a nadie.	0
La funda que llegó no coincide con la foto del anuncio.	0
Genial ... no hay problema en absoluto !.	1
Como se señaló en una revisión anterior, conecte este cargador y no pasa nada.	0
Este encanto de teléfono de rana es adorable y muy llamativo.	1
Nunca se sabe si lo presionó lo suficiente o el número correcto de veces para la función que desea o no.	0
El sonido es claro y las personas con las que hablo también están asombradas por la calidad.	1
Conseguí la funda de aluminio para mi nuevo Palm VX y funcionó muy bien, hasta ahora ha protegido perfectamente mi computadora de mano.	1
